Time;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;3990;3990;3990;3990;3990;3990;3990;3990;3990;H2O;H2O;4110;4110;4110;4110;4110;4110;4110;4110;4110;4170;4170;4170;4170;4170;4170;4170;4170;4170;H2O;H2O;4171;4171;4171;4171;4171;4171;4171;4171;4171;4172;4172;4172;4172;4172;4172;4172;4172;4172;H2O;H2O;4173;4173;4173;4173;4173;4173;4173;4173;4173;4174;4174;4174;4174;4174;4174;4174;4174;4174;H2O;H2O;4175;4175;4175;4175;4175;4175;4175;4175;4175;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;4136;4136;4136;4136;4136;4136;4136;4136;4136;H2O;H2O;H2O
Label;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O
24.75;0.069;0.071;0.069;0.07;0.068;0.071;0.067;0.067;0.067;0.069;0.07;0.067;0.069;0.068;0.068;0.069;0.591;0.573;0.596;0.066;0.069;0.066;0.066;0.067;0.066;0.069;0.069;0.786;0.769;0.784;0.068;0.068;0.068;0.068;0.068;0.068;0.411;0.407;0.403;0.07;0.068;0.068;0.068;0.068;0.07;0.069;0.07;0.609;0.57;0.533;0.067;0.068;0.07;0.068;0.068;0.069;0.593;0.534;0.552;0.068;0.072;0.069;0.07;0.069;0.07;0.069;0.069;0.64;0.618;0.653;0.068;0.07;0.07;0.068;0.068;0.072;0.681;0.66;0.645;0.067;0.066;0.07;0.068;0.068;0.068;0.066;0.069;0.487;0.49;0.485;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.066;0.081;0.066;0.066;0.066;0.067;0.068;0.067;0.08;0.705;0.673;0.676;0.067;0.068;0.067
25;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.069;0.07;0.068;0.069;0.068;0.069;0.07;0.591;0.559;0.585;0.067;0.069;0.066;0.068;0.068;0.068;0.07;0.069;0.775;0.798;0.787;0.068;0.068;0.068;0.07;0.069;0.069;0.41;0.405;0.402;0.071;0.071;0.069;0.07;0.071;0.07;0.07;0.071;0.598;0.585;0.53;0.067;0.068;0.072;0.07;0.07;0.07;0.609;0.539;0.564;0.069;0.071;0.07;0.07;0.07;0.069;0.069;0.069;0.597;0.571;0.6;0.068;0.07;0.07;0.069;0.068;0.072;0.673;0.662;0.632;0.068;0.066;0.07;0.07;0.068;0.068;0.068;0.068;0.511;0.528;0.507;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.083;0.717;0.69;0.699;0.069;0.069;0.069
25.25;0.068;0.071;0.069;0.07;0.069;0.071;0.068;0.068;0.067;0.069;0.069;0.067;0.071;0.071;0.07;0.07;0.605;0.569;0.598;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.767;0.792;0.778;0.067;0.067;0.068;0.069;0.069;0.068;0.409;0.403;0.4;0.07;0.071;0.068;0.07;0.07;0.069;0.069;0.072;0.581;0.57;0.514;0.067;0.067;0.071;0.069;0.069;0.07;0.589;0.523;0.548;0.069;0.072;0.07;0.069;0.069;0.07;0.07;0.069;0.619;0.606;0.632;0.068;0.07;0.07;0.069;0.068;0.072;0.679;0.68;0.651;0.068;0.067;0.07;0.069;0.069;0.067;0.066;0.067;0.486;0.503;0.473;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.066;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.085;0.735;0.711;0.715;0.067;0.068;0.068
25.5;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.069;0.069;0.067;0.071;0.071;0.07;0.07;0.598;0.569;0.599;0.066;0.069;0.067;0.069;0.07;0.069;0.071;0.069;0.78;0.792;0.787;0.067;0.068;0.068;0.069;0.069;0.068;0.408;0.403;0.399;0.07;0.07;0.068;0.07;0.071;0.07;0.069;0.071;0.582;0.571;0.514;0.067;0.067;0.071;0.069;0.069;0.07;0.588;0.534;0.552;0.069;0.071;0.07;0.069;0.07;0.07;0.069;0.07;0.574;0.556;0.593;0.068;0.07;0.07;0.068;0.068;0.072;0.65;0.639;0.607;0.068;0.066;0.07;0.069;0.069;0.068;0.067;0.068;0.495;0.514;0.489;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.081;0.699;0.671;0.67;0.067;0.067;0.068
25.75;0.068;0.071;0.069;0.071;0.069;0.071;0.067;0.067;0.068;0.07;0.069;0.069;0.071;0.069;0.07;0.071;0.591;0.573;0.592;0.067;0.069;0.067;0.069;0.068;0.069;0.071;0.07;0.796;0.782;0.797;0.07;0.07;0.07;0.071;0.072;0.07;0.411;0.404;0.4;0.07;0.071;0.07;0.072;0.071;0.07;0.07;0.071;0.615;0.581;0.554;0.069;0.07;0.071;0.069;0.069;0.069;0.599;0.54;0.581;0.071;0.072;0.07;0.069;0.07;0.07;0.069;0.07;0.597;0.558;0.601;0.069;0.071;0.07;0.069;0.068;0.072;0.676;0.664;0.649;0.068;0.066;0.07;0.07;0.069;0.07;0.067;0.07;0.502;0.503;0.489;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.085;0.717;0.685;0.684;0.068;0.068;0.068
26;0.068;0.071;0.069;0.071;0.07;0.071;0.068;0.067;0.067;0.069;0.069;0.068;0.071;0.071;0.07;0.07;0.603;0.58;0.612;0.067;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.774;0.791;0.778;0.068;0.068;0.068;0.069;0.069;0.07;0.41;0.403;0.398;0.069;0.071;0.068;0.07;0.072;0.07;0.069;0.072;0.591;0.582;0.526;0.067;0.068;0.071;0.069;0.069;0.07;0.589;0.534;0.55;0.068;0.071;0.07;0.068;0.07;0.07;0.069;0.07;0.583;0.563;0.593;0.069;0.07;0.07;0.069;0.068;0.073;0.675;0.665;0.633;0.068;0.067;0.07;0.069;0.068;0.067;0.067;0.067;0.467;0.487;0.46;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.066;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.083;0.709;0.686;0.683;0.068;0.069;0.069
26.25;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.067;0.067;0.069;0.069;0.067;0.071;0.07;0.07;0.07;0.592;0.571;0.601;0.067;0.069;0.067;0.068;0.069;0.069;0.071;0.07;0.791;0.812;0.799;0.068;0.068;0.068;0.069;0.069;0.069;0.408;0.402;0.398;0.07;0.071;0.069;0.071;0.072;0.07;0.07;0.071;0.586;0.579;0.524;0.067;0.069;0.071;0.069;0.069;0.07;0.605;0.534;0.562;0.069;0.072;0.07;0.071;0.07;0.07;0.07;0.07;0.634;0.62;0.651;0.069;0.07;0.07;0.069;0.068;0.073;0.653;0.652;0.619;0.067;0.067;0.07;0.069;0.068;0.067;0.066;0.067;0.501;0.523;0.504;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.085;0.721;0.698;0.701;0.068;0.069;0.069
26.5;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.068;0.067;0.069;0.069;0.069;0.072;0.071;0.07;0.07;0.617;0.588;0.619;0.067;0.069;0.066;0.069;0.069;0.069;0.071;0.07;0.787;0.805;0.795;0.068;0.068;0.068;0.069;0.069;0.069;0.406;0.4;0.396;0.07;0.072;0.069;0.07;0.071;0.07;0.07;0.072;0.557;0.567;0.541;0.067;0.068;0.071;0.069;0.069;0.069;0.565;0.512;0.529;0.069;0.072;0.071;0.071;0.071;0.07;0.069;0.07;0.605;0.588;0.628;0.068;0.07;0.07;0.069;0.067;0.072;0.619;0.613;0.583;0.068;0.066;0.07;0.069;0.069;0.067;0.067;0.068;0.482;0.499;0.478;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.068;0.082;0.066;0.067;0.067;0.068;0.068;0.067;0.082;0.696;0.664;0.664;0.067;0.068;0.069
26.75;0.068;0.071;0.069;0.071;0.069;0.071;0.068;0.067;0.068;0.069;0.069;0.068;0.069;0.068;0.069;0.07;0.608;0.594;0.619;0.067;0.069;0.067;0.068;0.068;0.068;0.069;0.07;0.816;0.801;0.809;0.068;0.069;0.069;0.068;0.07;0.068;0.405;0.401;0.396;0.071;0.07;0.069;0.069;0.069;0.07;0.069;0.071;0.609;0.573;0.553;0.068;0.069;0.071;0.069;0.069;0.069;0.577;0.539;0.543;0.069;0.073;0.07;0.07;0.07;0.071;0.07;0.07;0.644;0.618;0.657;0.069;0.071;0.07;0.069;0.068;0.072;0.674;0.669;0.655;0.068;0.066;0.07;0.069;0.068;0.069;0.066;0.069;0.489;0.493;0.485;0.066;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.081;0.72;0.685;0.689;0.068;0.069;0.068
27;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.07;0.068;0.069;0.07;0.07;0.07;0.07;0.642;0.617;0.644;0.068;0.069;0.067;0.069;0.068;0.068;0.069;0.069;0.805;0.815;0.809;0.068;0.068;0.069;0.069;0.069;0.069;0.403;0.399;0.395;0.07;0.07;0.07;0.07;0.069;0.07;0.07;0.071;0.552;0.586;0.542;0.068;0.068;0.071;0.069;0.068;0.069;0.588;0.528;0.57;0.068;0.071;0.07;0.07;0.07;0.069;0.069;0.07;0.604;0.585;0.619;0.068;0.069;0.07;0.069;0.068;0.072;0.67;0.683;0.646;0.068;0.067;0.07;0.069;0.068;0.067;0.067;0.067;0.497;0.518;0.501;0.066;0.068;0.065;0.065;0.064;0.067;0.067;0.07;0.067;0.081;0.067;0.067;0.067;0.067;0.068;0.067;0.083;0.707;0.669;0.663;0.067;0.067;0.069
27.25;0.068;0.07;0.069;0.07;0.07;0.071;0.068;0.067;0.067;0.069;0.068;0.068;0.071;0.07;0.07;0.07;0.643;0.608;0.626;0.067;0.069;0.067;0.068;0.068;0.067;0.071;0.07;0.811;0.828;0.82;0.068;0.068;0.069;0.069;0.069;0.068;0.405;0.399;0.396;0.072;0.071;0.07;0.07;0.07;0.069;0.07;0.071;0.561;0.587;0.553;0.067;0.068;0.071;0.069;0.068;0.069;0.569;0.527;0.55;0.069;0.071;0.071;0.071;0.07;0.069;0.069;0.069;0.611;0.597;0.63;0.068;0.068;0.07;0.068;0.067;0.072;0.627;0.62;0.584;0.068;0.067;0.07;0.069;0.069;0.067;0.066;0.067;0.477;0.499;0.489;0.066;0.068;0.065;0.064;0.065;0.067;0.066;0.069;0.066;0.082;0.067;0.067;0.067;0.067;0.068;0.067;0.082;0.687;0.658;0.659;0.068;0.068;0.068
27.5;0.068;0.07;0.069;0.07;0.07;0.07;0.067;0.067;0.067;0.069;0.068;0.068;0.07;0.069;0.069;0.07;0.664;0.626;0.649;0.067;0.068;0.066;0.068;0.068;0.068;0.07;0.07;0.844;0.858;0.849;0.068;0.068;0.069;0.068;0.069;0.069;0.402;0.398;0.394;0.071;0.07;0.069;0.071;0.072;0.07;0.07;0.071;0.563;0.611;0.591;0.067;0.068;0.07;0.069;0.069;0.069;0.59;0.554;0.553;0.069;0.07;0.07;0.07;0.07;0.069;0.069;0.069;0.632;0.617;0.644;0.069;0.068;0.07;0.069;0.068;0.072;0.658;0.655;0.621;0.068;0.067;0.07;0.069;0.069;0.067;0.067;0.067;0.507;0.537;0.527;0.066;0.069;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.082;0.695;0.666;0.669;0.067;0.068;0.069
27.75;0.068;0.071;0.069;0.07;0.07;0.071;0.068;0.067;0.067;0.069;0.069;0.069;0.071;0.071;0.071;0.071;0.64;0.609;0.626;0.067;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.811;0.821;0.814;0.068;0.068;0.069;0.069;0.069;0.068;0.402;0.397;0.394;0.07;0.071;0.07;0.071;0.072;0.069;0.071;0.071;0.515;0.534;0.52;0.067;0.068;0.071;0.069;0.069;0.071;0.558;0.518;0.523;0.069;0.071;0.07;0.071;0.07;0.069;0.07;0.07;0.591;0.573;0.602;0.068;0.069;0.07;0.069;0.068;0.073;0.631;0.621;0.587;0.068;0.067;0.07;0.07;0.069;0.068;0.068;0.068;0.488;0.512;0.492;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.068;0.084;0.067;0.067;0.067;0.068;0.068;0.067;0.085;0.685;0.656;0.646;0.067;0.068;0.068
28;0.068;0.071;0.069;0.07;0.069;0.071;0.067;0.067;0.068;0.069;0.069;0.07;0.072;0.07;0.07;0.07;0.627;0.607;0.623;0.067;0.068;0.067;0.069;0.069;0.069;0.07;0.071;0.829;0.814;0.818;0.068;0.069;0.069;0.068;0.069;0.069;0.4;0.396;0.392;0.07;0.07;0.069;0.071;0.071;0.07;0.07;0.071;0.555;0.534;0.547;0.068;0.069;0.071;0.069;0.069;0.07;0.574;0.532;0.533;0.069;0.071;0.069;0.071;0.069;0.069;0.069;0.07;0.59;0.552;0.598;0.069;0.07;0.07;0.068;0.068;0.072;0.66;0.644;0.619;0.068;0.067;0.069;0.069;0.068;0.069;0.066;0.07;0.503;0.51;0.507;0.066;0.068;0.065;0.064;0.065;0.067;0.068;0.07;0.067;0.082;0.067;0.068;0.067;0.068;0.068;0.068;0.084;0.703;0.675;0.683;0.067;0.067;0.068
28.25;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.068;0.068;0.07;0.069;0.067;0.071;0.07;0.07;0.07;0.63;0.593;0.614;0.067;0.069;0.067;0.07;0.07;0.069;0.071;0.07;0.813;0.823;0.815;0.068;0.068;0.069;0.069;0.07;0.069;0.401;0.396;0.392;0.07;0.071;0.07;0.071;0.071;0.07;0.07;0.072;0.577;0.589;0.552;0.067;0.068;0.071;0.069;0.069;0.07;0.591;0.566;0.538;0.068;0.072;0.071;0.072;0.071;0.069;0.069;0.07;0.609;0.595;0.622;0.068;0.069;0.07;0.069;0.067;0.073;0.657;0.658;0.627;0.069;0.067;0.07;0.07;0.068;0.068;0.067;0.068;0.5;0.529;0.506;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.067;0.067;0.068;0.068;0.067;0.083;0.708;0.682;0.68;0.068;0.068;0.068
28.5;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.07;0.068;0.068;0.07;0.069;0.069;0.069;0.637;0.603;0.626;0.067;0.069;0.066;0.068;0.068;0.068;0.07;0.07;0.807;0.819;0.81;0.068;0.067;0.069;0.068;0.069;0.068;0.401;0.394;0.391;0.07;0.071;0.069;0.07;0.071;0.069;0.07;0.071;0.553;0.546;0.547;0.067;0.068;0.071;0.069;0.069;0.07;0.548;0.533;0.52;0.069;0.071;0.071;0.07;0.069;0.069;0.069;0.069;0.57;0.553;0.58;0.068;0.068;0.07;0.069;0.067;0.073;0.672;0.67;0.635;0.068;0.067;0.07;0.07;0.069;0.068;0.067;0.068;0.502;0.522;0.498;0.067;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.066;0.067;0.067;0.068;0.067;0.082;0.693;0.662;0.656;0.068;0.068;0.069
28.75;0.068;0.071;0.069;0.07;0.07;0.071;0.068;0.068;0.069;0.07;0.069;0.069;0.071;0.07;0.07;0.071;0.628;0.598;0.617;0.067;0.069;0.067;0.069;0.07;0.069;0.07;0.068;0.795;0.803;0.793;0.068;0.068;0.069;0.069;0.069;0.068;0.402;0.395;0.391;0.071;0.072;0.069;0.07;0.071;0.07;0.07;0.071;0.539;0.523;0.511;0.068;0.069;0.072;0.071;0.069;0.071;0.554;0.545;0.525;0.071;0.074;0.071;0.071;0.071;0.07;0.071;0.07;0.602;0.596;0.615;0.068;0.068;0.07;0.069;0.067;0.073;0.63;0.637;0.6;0.068;0.067;0.07;0.07;0.07;0.068;0.068;0.068;0.464;0.483;0.456;0.067;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.069;0.067;0.068;0.068;0.068;0.085;0.709;0.689;0.689;0.067;0.068;0.069
29;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.068;0.067;0.069;0.069;0.069;0.071;0.071;0.07;0.07;0.643;0.609;0.632;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.069;0.827;0.835;0.83;0.067;0.068;0.069;0.069;0.069;0.068;0.398;0.393;0.389;0.07;0.07;0.07;0.07;0.071;0.07;0.07;0.071;0.566;0.566;0.558;0.068;0.068;0.071;0.071;0.069;0.071;0.56;0.564;0.528;0.069;0.071;0.071;0.071;0.07;0.069;0.071;0.069;0.589;0.586;0.614;0.068;0.069;0.07;0.069;0.067;0.073;0.656;0.658;0.629;0.068;0.067;0.07;0.069;0.069;0.069;0.068;0.069;0.486;0.507;0.486;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.067;0.066;0.067;0.068;0.067;0.084;0.709;0.684;0.668;0.069;0.068;0.069
29.25;0.068;0.071;0.069;0.07;0.069;0.071;0.067;0.067;0.068;0.07;0.07;0.068;0.07;0.069;0.069;0.07;0.621;0.598;0.614;0.067;0.069;0.067;0.069;0.068;0.068;0.07;0.07;0.821;0.813;0.816;0.068;0.068;0.07;0.069;0.069;0.068;0.398;0.393;0.389;0.07;0.07;0.069;0.069;0.071;0.071;0.071;0.071;0.558;0.541;0.548;0.068;0.069;0.071;0.071;0.069;0.07;0.57;0.547;0.554;0.069;0.073;0.07;0.071;0.07;0.071;0.071;0.07;0.611;0.589;0.63;0.069;0.069;0.071;0.069;0.068;0.072;0.635;0.615;0.607;0.067;0.067;0.07;0.069;0.069;0.07;0.067;0.07;0.491;0.493;0.488;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.082;0.704;0.677;0.682;0.067;0.068;0.068
29.5;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.069;0.07;0.068;0.07;0.069;0.069;0.07;0.634;0.597;0.625;0.067;0.069;0.067;0.068;0.068;0.067;0.069;0.07;0.815;0.82;0.816;0.068;0.068;0.069;0.069;0.069;0.067;0.398;0.392;0.388;0.07;0.071;0.07;0.069;0.071;0.07;0.07;0.071;0.562;0.566;0.558;0.067;0.068;0.071;0.071;0.069;0.07;0.575;0.56;0.538;0.068;0.07;0.071;0.071;0.071;0.069;0.07;0.069;0.562;0.546;0.569;0.068;0.069;0.07;0.069;0.067;0.072;0.665;0.674;0.644;0.068;0.066;0.07;0.069;0.069;0.069;0.067;0.068;0.488;0.51;0.491;0.066;0.068;0.065;0.064;0.064;0.066;0.066;0.071;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.084;0.704;0.68;0.674;0.068;0.068;0.069
29.75;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.068;0.067;0.069;0.07;0.068;0.07;0.069;0.07;0.07;0.633;0.604;0.629;0.067;0.069;0.066;0.069;0.069;0.068;0.071;0.07;0.834;0.849;0.837;0.068;0.067;0.069;0.069;0.069;0.068;0.398;0.392;0.388;0.071;0.071;0.07;0.069;0.071;0.07;0.07;0.072;0.565;0.563;0.555;0.067;0.068;0.071;0.071;0.069;0.07;0.567;0.561;0.533;0.068;0.071;0.071;0.07;0.07;0.069;0.07;0.069;0.6;0.593;0.622;0.068;0.069;0.07;0.068;0.067;0.072;0.633;0.63;0.6;0.067;0.067;0.07;0.07;0.068;0.068;0.067;0.068;0.492;0.516;0.493;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.068;0.067;0.067;0.068;0.068;0.067;0.085;0.723;0.704;0.697;0.068;0.068;0.068
30;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.069;0.07;0.068;0.069;0.07;0.069;0.07;0.643;0.608;0.638;0.067;0.069;0.066;0.069;0.07;0.069;0.071;0.07;0.83;0.847;0.834;0.068;0.068;0.069;0.069;0.07;0.069;0.397;0.391;0.387;0.07;0.071;0.07;0.07;0.07;0.07;0.07;0.071;0.581;0.596;0.556;0.068;0.068;0.071;0.071;0.068;0.07;0.588;0.584;0.552;0.068;0.072;0.07;0.069;0.07;0.069;0.069;0.069;0.621;0.614;0.636;0.068;0.068;0.07;0.069;0.067;0.073;0.654;0.656;0.627;0.068;0.067;0.07;0.069;0.069;0.068;0.067;0.068;0.491;0.519;0.496;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.066;0.066;0.067;0.067;0.067;0.085;0.716;0.689;0.673;0.068;0.069;0.068
30.25;0.068;0.071;0.069;0.07;0.072;0.071;0.068;0.068;0.067;0.069;0.07;0.069;0.071;0.071;0.071;0.071;0.636;0.602;0.627;0.067;0.069;0.067;0.07;0.07;0.069;0.071;0.07;0.813;0.825;0.814;0.068;0.068;0.069;0.069;0.069;0.068;0.395;0.39;0.386;0.071;0.07;0.069;0.07;0.07;0.07;0.07;0.071;0.585;0.588;0.556;0.067;0.068;0.07;0.071;0.068;0.07;0.575;0.579;0.534;0.069;0.071;0.071;0.069;0.069;0.069;0.071;0.069;0.586;0.577;0.597;0.069;0.069;0.07;0.069;0.068;0.073;0.663;0.665;0.64;0.068;0.066;0.07;0.07;0.069;0.068;0.068;0.068;0.482;0.504;0.477;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.085;0.709;0.684;0.679;0.067;0.068;0.068
30.5;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.068;0.07;0.07;0.068;0.071;0.07;0.07;0.07;0.634;0.602;0.623;0.067;0.07;0.068;0.068;0.068;0.069;0.07;0.07;0.802;0.813;0.802;0.069;0.068;0.07;0.07;0.07;0.069;0.396;0.391;0.387;0.07;0.072;0.07;0.071;0.071;0.07;0.07;0.071;0.546;0.547;0.522;0.068;0.069;0.071;0.071;0.069;0.07;0.549;0.541;0.508;0.069;0.071;0.071;0.071;0.071;0.069;0.071;0.069;0.552;0.535;0.559;0.069;0.069;0.07;0.069;0.068;0.072;0.616;0.616;0.588;0.068;0.067;0.07;0.07;0.069;0.069;0.067;0.068;0.465;0.482;0.463;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.067;0.081;0.676;0.65;0.642;0.068;0.069;0.068
30.75;0.068;0.071;0.07;0.071;0.071;0.071;0.067;0.067;0.068;0.069;0.07;0.07;0.071;0.071;0.071;0.071;0.626;0.608;0.624;0.068;0.069;0.067;0.068;0.069;0.069;0.071;0.071;0.82;0.809;0.816;0.069;0.069;0.07;0.07;0.07;0.069;0.395;0.391;0.387;0.07;0.07;0.069;0.07;0.071;0.07;0.069;0.07;0.538;0.516;0.527;0.069;0.07;0.071;0.069;0.069;0.07;0.536;0.515;0.514;0.069;0.072;0.07;0.071;0.07;0.069;0.071;0.071;0.552;0.523;0.568;0.069;0.07;0.071;0.069;0.068;0.072;0.607;0.584;0.579;0.068;0.067;0.07;0.069;0.069;0.07;0.067;0.071;0.485;0.487;0.481;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.067;0.067;0.068;0.068;0.068;0.082;0.695;0.667;0.667;0.067;0.068;0.068
31;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.07;0.071;0.068;0.07;0.069;0.069;0.07;0.618;0.609;0.623;0.067;0.068;0.066;0.068;0.069;0.069;0.07;0.07;0.816;0.823;0.813;0.068;0.068;0.069;0.069;0.069;0.068;0.394;0.389;0.383;0.07;0.071;0.07;0.07;0.071;0.07;0.07;0.071;0.566;0.537;0.551;0.068;0.07;0.071;0.069;0.069;0.069;0.543;0.534;0.542;0.07;0.072;0.07;0.07;0.07;0.069;0.071;0.072;0.573;0.55;0.594;0.069;0.07;0.071;0.069;0.068;0.072;0.644;0.618;0.615;0.068;0.067;0.07;0.069;0.069;0.07;0.067;0.07;0.48;0.483;0.477;0.066;0.069;0.065;0.065;0.064;0.066;0.067;0.07;0.067;0.081;0.066;0.067;0.067;0.068;0.069;0.068;0.085;0.706;0.685;0.689;0.067;0.068;0.068
31.25;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.071;0.069;0.072;0.071;0.071;0.07;0.634;0.612;0.633;0.067;0.069;0.066;0.067;0.067;0.067;0.07;0.071;0.824;0.828;0.821;0.069;0.068;0.069;0.069;0.069;0.068;0.393;0.388;0.382;0.071;0.069;0.068;0.069;0.07;0.07;0.068;0.07;0.59;0.544;0.558;0.068;0.069;0.071;0.069;0.069;0.07;0.549;0.545;0.53;0.068;0.072;0.07;0.071;0.07;0.069;0.071;0.072;0.592;0.566;0.618;0.068;0.069;0.07;0.068;0.068;0.072;0.611;0.598;0.593;0.068;0.067;0.07;0.069;0.069;0.069;0.067;0.07;0.463;0.467;0.457;0.066;0.069;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.081;0.067;0.067;0.067;0.068;0.068;0.068;0.083;0.702;0.681;0.684;0.067;0.068;0.068
31.5;0.068;0.071;0.069;0.07;0.072;0.071;0.068;0.068;0.067;0.069;0.07;0.069;0.071;0.07;0.07;0.07;0.658;0.625;0.659;0.067;0.069;0.067;0.069;0.069;0.068;0.071;0.069;0.844;0.858;0.845;0.068;0.068;0.069;0.069;0.069;0.069;0.394;0.387;0.382;0.07;0.071;0.069;0.07;0.07;0.07;0.069;0.071;0.609;0.598;0.585;0.067;0.069;0.071;0.069;0.069;0.07;0.538;0.556;0.524;0.068;0.072;0.07;0.07;0.069;0.068;0.071;0.069;0.631;0.62;0.648;0.068;0.069;0.07;0.069;0.067;0.073;0.646;0.637;0.61;0.067;0.067;0.07;0.069;0.069;0.068;0.067;0.068;0.47;0.492;0.474;0.066;0.069;0.065;0.064;0.064;0.066;0.066;0.07;0.067;0.081;0.067;0.067;0.067;0.068;0.068;0.068;0.085;0.713;0.689;0.685;0.068;0.069;0.069
