Time;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;3990;3990;3990;3990;3990;3990;3990;3990;3990;H2O;H2O;4110;4110;4110;4110;4110;4110;4110;4110;4110;4170;4170;4170;4170;4170;4170;4170;4170;4170;H2O;H2O;4171;4171;4171;4171;4171;4171;4171;4171;4171;4172;4172;4172;4172;4172;4172;4172;4172;4172;H2O;H2O;4173;4173;4173;4173;4173;4173;4173;4173;4173;4174;4174;4174;4174;4174;4174;4174;4174;4174;H2O;H2O;4175;4175;4175;4175;4175;4175;4175;4175;4175;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;4136;4136;4136;4136;4136;4136;4136;4136;4136;H2O;H2O;H2O
Label;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O
54.75;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.067;0.068;0.069;0.077;0.067;0.068;0.069;0.069;0.069;0.734;0.687;0.714;0.067;0.069;0.066;0.069;0.069;0.068;0.071;0.069;0.779;0.801;0.797;0.068;0.067;0.067;0.068;0.068;0.067;0.345;0.341;0.331;0.071;0.071;0.069;0.068;0.069;0.069;0.069;0.069;0.578;0.568;0.526;0.072;0.068;0.069;0.069;0.067;0.069;0.538;0.509;0.535;0.069;0.072;0.071;0.069;0.069;0.069;0.069;0.069;0.611;0.602;0.616;0.071;0.068;0.068;0.069;0.067;0.072;0.604;0.6;0.593;0.068;0.067;0.07;0.068;0.068;0.068;0.067;0.067;0.448;0.473;0.468;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.068;0.066;0.067;0.067;0.066;0.085;0.664;0.65;0.647;0.068;0.069;0.068
55;0.068;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.076;0.067;0.07;0.07;0.069;0.068;0.668;0.648;0.718;0.068;0.069;0.066;0.068;0.067;0.067;0.068;0.07;0.782;0.795;0.795;0.07;0.068;0.068;0.068;0.068;0.067;0.345;0.341;0.331;0.07;0.07;0.068;0.068;0.069;0.069;0.069;0.069;0.571;0.543;0.523;0.073;0.068;0.07;0.069;0.068;0.069;0.554;0.5;0.559;0.069;0.073;0.071;0.069;0.071;0.07;0.069;0.07;0.613;0.602;0.627;0.071;0.068;0.069;0.069;0.067;0.071;0.578;0.563;0.584;0.068;0.067;0.069;0.068;0.068;0.071;0.067;0.069;0.443;0.459;0.464;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.081;0.067;0.067;0.065;0.067;0.067;0.067;0.078;0.645;0.63;0.628;0.068;0.067;0.068
55.25;0.068;0.07;0.069;0.07;0.072;0.071;0.068;0.068;0.068;0.069;0.076;0.066;0.07;0.07;0.069;0.07;0.743;0.691;0.718;0.067;0.069;0.065;0.069;0.069;0.068;0.07;0.069;0.767;0.786;0.782;0.068;0.066;0.067;0.068;0.067;0.067;0.344;0.339;0.33;0.07;0.071;0.068;0.068;0.07;0.068;0.068;0.07;0.565;0.548;0.508;0.072;0.067;0.069;0.069;0.067;0.069;0.537;0.501;0.527;0.069;0.071;0.071;0.068;0.07;0.069;0.069;0.07;0.569;0.563;0.575;0.07;0.067;0.068;0.069;0.066;0.072;0.589;0.581;0.571;0.068;0.067;0.07;0.068;0.068;0.068;0.067;0.067;0.439;0.472;0.45;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.067;0.066;0.066;0.067;0.067;0.085;0.671;0.659;0.664;0.067;0.068;0.068
55.5;0.068;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.076;0.067;0.068;0.068;0.068;0.068;0.721;0.675;0.737;0.067;0.068;0.065;0.068;0.069;0.068;0.07;0.07;0.792;0.805;0.804;0.07;0.068;0.068;0.069;0.068;0.067;0.344;0.341;0.33;0.07;0.069;0.067;0.068;0.069;0.069;0.068;0.069;0.577;0.549;0.535;0.074;0.069;0.07;0.069;0.068;0.069;0.586;0.527;0.589;0.069;0.073;0.069;0.068;0.069;0.07;0.069;0.07;0.623;0.612;0.632;0.071;0.069;0.069;0.069;0.067;0.071;0.601;0.6;0.621;0.068;0.066;0.07;0.068;0.068;0.07;0.067;0.069;0.45;0.468;0.47;0.066;0.068;0.065;0.064;0.064;0.066;0.066;0.07;0.066;0.081;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.68;0.666;0.667;0.068;0.068;0.068
55.75;0.069;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.067;0.069;0.075;0.067;0.068;0.069;0.068;0.069;0.708;0.667;0.708;0.067;0.068;0.065;0.067;0.067;0.067;0.069;0.069;0.771;0.795;0.784;0.068;0.066;0.066;0.068;0.067;0.067;0.343;0.339;0.329;0.07;0.071;0.067;0.068;0.069;0.068;0.069;0.069;0.552;0.545;0.507;0.073;0.068;0.069;0.069;0.067;0.069;0.547;0.502;0.535;0.069;0.072;0.071;0.068;0.07;0.069;0.069;0.068;0.6;0.593;0.607;0.07;0.068;0.068;0.069;0.066;0.071;0.577;0.579;0.566;0.068;0.066;0.07;0.068;0.068;0.068;0.066;0.067;0.43;0.461;0.446;0.076;0.082;0.081;0.083;0.065;0.066;0.067;0.07;0.067;0.081;0.079;0.068;0.066;0.066;0.066;0.066;0.083;0.659;0.644;0.643;0.068;0.068;0.068
56;0.068;0.071;0.069;0.07;0.072;0.071;0.068;0.068;0.068;0.07;0.076;0.068;0.069;0.069;0.068;0.069;0.743;0.699;0.733;0.068;0.069;0.066;0.068;0.069;0.068;0.07;0.069;0.779;0.803;0.801;0.069;0.067;0.067;0.069;0.068;0.067;0.343;0.339;0.329;0.07;0.072;0.067;0.069;0.069;0.068;0.069;0.07;0.574;0.565;0.529;0.073;0.068;0.07;0.069;0.067;0.069;0.562;0.519;0.553;0.07;0.071;0.071;0.069;0.069;0.069;0.07;0.069;0.587;0.583;0.597;0.071;0.069;0.069;0.07;0.067;0.072;0.609;0.61;0.605;0.068;0.067;0.07;0.068;0.068;0.068;0.067;0.067;0.432;0.46;0.453;0.067;0.07;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.067;0.066;0.066;0.067;0.066;0.081;0.65;0.631;0.629;0.068;0.068;0.068
56.25;0.069;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.069;0.07;0.076;0.068;0.07;0.069;0.069;0.069;0.691;0.613;0.726;0.067;0.069;0.065;0.068;0.069;0.068;0.07;0.07;0.807;0.808;0.802;0.07;0.069;0.068;0.069;0.068;0.067;0.343;0.339;0.33;0.071;0.07;0.068;0.069;0.069;0.07;0.069;0.069;0.562;0.539;0.532;0.074;0.069;0.07;0.069;0.068;0.069;0.575;0.503;0.558;0.07;0.075;0.07;0.068;0.069;0.07;0.069;0.07;0.625;0.612;0.644;0.072;0.069;0.069;0.069;0.068;0.071;0.603;0.604;0.615;0.068;0.067;0.071;0.069;0.068;0.071;0.067;0.071;0.437;0.457;0.447;0.066;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.068;0.067;0.067;0.067;0.068;0.085;0.691;0.675;0.674;0.067;0.068;0.068
56.5;0.068;0.07;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.076;0.068;0.07;0.069;0.069;0.069;0.728;0.647;0.725;0.067;0.068;0.066;0.068;0.069;0.068;0.07;0.07;0.776;0.792;0.79;0.069;0.068;0.068;0.068;0.068;0.066;0.342;0.338;0.328;0.07;0.07;0.068;0.069;0.069;0.07;0.069;0.069;0.565;0.545;0.52;0.073;0.068;0.07;0.069;0.068;0.068;0.567;0.508;0.565;0.069;0.071;0.069;0.068;0.069;0.069;0.069;0.071;0.575;0.554;0.577;0.072;0.069;0.069;0.069;0.067;0.071;0.592;0.587;0.599;0.068;0.067;0.07;0.068;0.068;0.07;0.067;0.069;0.443;0.459;0.455;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.068;0.067;0.067;0.067;0.067;0.085;0.669;0.654;0.653;0.068;0.068;0.067
56.75;0.068;0.071;0.069;0.071;0.072;0.071;0.067;0.067;0.068;0.069;0.076;0.068;0.071;0.071;0.07;0.069;0.678;0.619;0.725;0.068;0.069;0.066;0.069;0.07;0.069;0.071;0.071;0.795;0.797;0.785;0.07;0.069;0.068;0.07;0.069;0.068;0.344;0.34;0.329;0.071;0.071;0.067;0.068;0.069;0.07;0.068;0.07;0.544;0.502;0.487;0.074;0.069;0.07;0.069;0.068;0.069;0.552;0.481;0.522;0.069;0.072;0.069;0.068;0.069;0.069;0.07;0.071;0.546;0.522;0.545;0.072;0.069;0.07;0.069;0.068;0.071;0.56;0.553;0.58;0.069;0.067;0.07;0.068;0.068;0.071;0.067;0.071;0.449;0.463;0.462;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.068;0.067;0.067;0.067;0.067;0.081;0.672;0.653;0.652;0.067;0.068;0.069
57;0.068;0.071;0.069;0.07;0.071;0.07;0.067;0.067;0.068;0.069;0.076;0.068;0.069;0.069;0.069;0.069;0.736;0.658;0.716;0.067;0.068;0.065;0.068;0.069;0.068;0.07;0.069;0.789;0.8;0.792;0.07;0.068;0.068;0.068;0.068;0.067;0.342;0.338;0.328;0.071;0.071;0.068;0.068;0.068;0.07;0.068;0.069;0.567;0.538;0.526;0.074;0.069;0.07;0.069;0.068;0.069;0.578;0.504;0.558;0.069;0.073;0.07;0.068;0.069;0.069;0.069;0.071;0.616;0.6;0.628;0.072;0.069;0.069;0.069;0.067;0.071;0.6;0.592;0.603;0.068;0.066;0.07;0.068;0.068;0.07;0.067;0.07;0.443;0.461;0.456;0.066;0.069;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.081;0.067;0.068;0.067;0.067;0.067;0.067;0.085;0.693;0.677;0.674;0.068;0.068;0.068
57.25;0.068;0.071;0.07;0.071;0.073;0.071;0.068;0.068;0.067;0.069;0.077;0.068;0.07;0.071;0.07;0.069;0.66;0.637;0.702;0.067;0.069;0.065;0.067;0.067;0.066;0.068;0.068;0.803;0.821;0.792;0.068;0.067;0.066;0.068;0.067;0.067;0.341;0.337;0.326;0.07;0.07;0.068;0.068;0.068;0.069;0.068;0.069;0.553;0.522;0.497;0.072;0.068;0.069;0.069;0.067;0.069;0.545;0.496;0.512;0.069;0.071;0.069;0.068;0.069;0.067;0.068;0.068;0.598;0.588;0.607;0.071;0.068;0.068;0.069;0.066;0.071;0.59;0.585;0.589;0.068;0.066;0.07;0.068;0.068;0.069;0.066;0.067;0.428;0.456;0.445;0.066;0.068;0.065;0.064;0.064;0.066;0.066;0.07;0.066;0.079;0.066;0.067;0.066;0.066;0.066;0.066;0.084;0.681;0.665;0.661;0.067;0.067;0.068
57.5;0.068;0.071;0.069;0.071;0.072;0.071;0.067;0.068;0.068;0.069;0.08;0.068;0.076;0.075;0.069;0.07;0.727;0.66;0.703;0.067;0.071;0.066;0.069;0.069;0.068;0.07;0.07;0.775;0.798;0.79;0.07;0.068;0.067;0.069;0.068;0.068;0.341;0.339;0.326;0.07;0.072;0.069;0.069;0.068;0.07;0.069;0.07;0.575;0.56;0.521;0.073;0.068;0.069;0.069;0.068;0.069;0.578;0.524;0.542;0.069;0.071;0.07;0.068;0.07;0.068;0.069;0.069;0.584;0.574;0.596;0.071;0.068;0.068;0.069;0.067;0.072;0.612;0.606;0.61;0.068;0.066;0.069;0.069;0.069;0.07;0.066;0.068;0.443;0.467;0.466;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.08;0.067;0.068;0.066;0.067;0.067;0.067;0.084;0.665;0.651;0.649;0.068;0.068;0.068
57.75;0.068;0.07;0.069;0.07;0.073;0.07;0.068;0.067;0.068;0.069;0.076;0.067;0.069;0.069;0.069;0.069;0.74;0.678;0.713;0.067;0.069;0.066;0.069;0.069;0.068;0.07;0.069;0.768;0.79;0.785;0.069;0.067;0.067;0.069;0.068;0.068;0.34;0.337;0.325;0.071;0.072;0.07;0.069;0.068;0.07;0.068;0.07;0.584;0.569;0.538;0.072;0.068;0.07;0.069;0.067;0.069;0.579;0.524;0.541;0.071;0.071;0.07;0.068;0.069;0.069;0.069;0.069;0.58;0.573;0.592;0.071;0.068;0.068;0.069;0.067;0.072;0.595;0.595;0.6;0.068;0.067;0.071;0.068;0.069;0.07;0.066;0.068;0.446;0.475;0.468;0.066;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.067;0.066;0.066;0.067;0.067;0.081;0.635;0.62;0.611;0.067;0.069;0.068
58;0.068;0.071;0.069;0.07;0.072;0.07;0.068;0.067;0.068;0.069;0.074;0.067;0.07;0.069;0.069;0.069;0.688;0.618;0.72;0.067;0.069;0.066;0.069;0.069;0.068;0.071;0.069;0.784;0.811;0.798;0.069;0.067;0.067;0.069;0.068;0.067;0.339;0.335;0.325;0.07;0.071;0.069;0.068;0.068;0.07;0.068;0.07;0.575;0.562;0.522;0.072;0.068;0.069;0.069;0.067;0.069;0.564;0.505;0.524;0.07;0.071;0.07;0.068;0.07;0.069;0.069;0.069;0.556;0.546;0.574;0.073;0.069;0.068;0.069;0.067;0.072;0.599;0.597;0.594;0.068;0.067;0.071;0.069;0.068;0.07;0.068;0.068;0.438;0.46;0.449;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.087;0.067;0.068;0.066;0.067;0.067;0.066;0.084;0.668;0.656;0.655;0.068;0.068;0.069
58.25;0.068;0.07;0.069;0.07;0.072;0.071;0.068;0.067;0.068;0.069;0.073;0.067;0.069;0.07;0.069;0.07;0.691;0.653;0.742;0.067;0.069;0.065;0.069;0.07;0.068;0.071;0.069;0.796;0.813;0.803;0.069;0.067;0.067;0.069;0.068;0.068;0.339;0.335;0.325;0.07;0.072;0.07;0.069;0.07;0.07;0.069;0.07;0.571;0.568;0.528;0.073;0.068;0.072;0.073;0.069;0.071;0.557;0.517;0.537;0.071;0.073;0.071;0.068;0.069;0.068;0.069;0.069;0.613;0.612;0.64;0.074;0.07;0.068;0.07;0.067;0.072;0.599;0.61;0.611;0.068;0.067;0.071;0.068;0.068;0.069;0.067;0.068;0.44;0.47;0.467;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.089;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.682;0.67;0.67;0.067;0.068;0.068
58.5;0.068;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.071;0.067;0.069;0.068;0.069;0.069;0.759;0.693;0.74;0.067;0.068;0.066;0.068;0.069;0.068;0.07;0.07;0.778;0.797;0.787;0.069;0.068;0.067;0.068;0.068;0.067;0.339;0.336;0.324;0.07;0.071;0.069;0.069;0.07;0.071;0.069;0.07;0.571;0.554;0.515;0.073;0.07;0.07;0.069;0.068;0.069;0.572;0.515;0.563;0.069;0.072;0.07;0.068;0.07;0.07;0.07;0.071;0.579;0.564;0.6;0.073;0.069;0.069;0.069;0.067;0.071;0.601;0.603;0.618;0.068;0.067;0.07;0.068;0.068;0.071;0.067;0.07;0.479;0.483;0.477;0.067;0.069;0.066;0.065;0.065;0.067;0.067;0.07;0.068;0.082;0.067;0.068;0.067;0.068;0.067;0.068;0.089;0.675;0.665;0.664;0.067;0.068;0.069
58.75;0.068;0.071;0.069;0.07;0.072;0.071;0.068;0.068;0.068;0.069;0.069;0.067;0.07;0.07;0.069;0.069;0.762;0.692;0.734;0.067;0.069;0.066;0.068;0.069;0.067;0.07;0.069;0.778;0.806;0.795;0.068;0.067;0.067;0.068;0.068;0.067;0.338;0.334;0.324;0.071;0.072;0.07;0.069;0.07;0.07;0.069;0.07;0.587;0.586;0.542;0.073;0.069;0.07;0.07;0.068;0.069;0.57;0.521;0.539;0.069;0.071;0.07;0.068;0.07;0.068;0.069;0.069;0.564;0.559;0.589;0.073;0.07;0.068;0.07;0.067;0.072;0.605;0.606;0.603;0.068;0.067;0.07;0.068;0.068;0.068;0.066;0.067;0.439;0.465;0.451;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.079;0.068;0.068;0.066;0.067;0.067;0.067;0.086;0.668;0.654;0.652;0.068;0.069;0.068
59;0.068;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.067;0.068;0.069;0.069;0.069;0.069;0.737;0.67;0.738;0.067;0.068;0.066;0.067;0.067;0.067;0.069;0.069;0.782;0.803;0.798;0.07;0.068;0.068;0.068;0.068;0.067;0.338;0.335;0.324;0.071;0.07;0.069;0.07;0.069;0.071;0.069;0.07;0.564;0.547;0.524;0.073;0.069;0.07;0.069;0.068;0.069;0.574;0.5;0.549;0.069;0.073;0.07;0.068;0.069;0.069;0.07;0.071;0.612;0.598;0.636;0.073;0.069;0.069;0.069;0.068;0.071;0.577;0.579;0.6;0.068;0.067;0.07;0.068;0.068;0.071;0.067;0.07;0.45;0.459;0.471;0.066;0.068;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.083;0.067;0.068;0.066;0.066;0.067;0.068;0.085;0.663;0.647;0.647;0.068;0.069;0.068
59.25;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.068;0.068;0.069;0.066;0.067;0.068;0.069;0.069;0.068;0.767;0.69;0.759;0.067;0.069;0.066;0.069;0.069;0.067;0.069;0.07;0.793;0.819;0.804;0.07;0.067;0.067;0.069;0.068;0.068;0.337;0.334;0.323;0.072;0.071;0.069;0.069;0.07;0.07;0.069;0.07;0.567;0.56;0.524;0.072;0.067;0.069;0.069;0.067;0.069;0.556;0.504;0.526;0.069;0.071;0.072;0.068;0.07;0.068;0.07;0.069;0.572;0.575;0.614;0.073;0.069;0.068;0.069;0.067;0.072;0.581;0.578;0.583;0.068;0.066;0.071;0.069;0.068;0.069;0.068;0.068;0.43;0.451;0.445;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.07;0.067;0.067;0.066;0.066;0.067;0.067;0.084;0.65;0.638;0.636;0.068;0.069;0.069
59.5;0.068;0.07;0.069;0.07;0.072;0.071;0.068;0.067;0.067;0.069;0.066;0.067;0.069;0.069;0.068;0.069;0.716;0.647;0.741;0.067;0.069;0.065;0.069;0.069;0.068;0.069;0.069;0.776;0.804;0.788;0.069;0.067;0.067;0.069;0.068;0.067;0.336;0.332;0.321;0.07;0.072;0.069;0.069;0.07;0.07;0.069;0.07;0.559;0.549;0.512;0.072;0.068;0.069;0.069;0.067;0.069;0.556;0.495;0.514;0.069;0.072;0.07;0.068;0.07;0.068;0.069;0.069;0.594;0.584;0.619;0.073;0.068;0.068;0.069;0.066;0.071;0.572;0.563;0.555;0.068;0.067;0.071;0.068;0.068;0.069;0.067;0.067;0.436;0.457;0.451;0.067;0.069;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.07;0.067;0.067;0.066;0.066;0.067;0.067;0.084;0.67;0.656;0.654;0.068;0.068;0.069
59.75;0.068;0.071;0.07;0.071;0.072;0.071;0.067;0.067;0.068;0.069;0.066;0.067;0.071;0.07;0.07;0.068;0.679;0.608;0.716;0.067;0.068;0.066;0.069;0.069;0.069;0.07;0.07;0.771;0.788;0.778;0.07;0.069;0.068;0.069;0.069;0.067;0.337;0.333;0.323;0.071;0.071;0.069;0.069;0.069;0.071;0.069;0.07;0.541;0.527;0.5;0.073;0.069;0.07;0.069;0.068;0.068;0.55;0.479;0.531;0.069;0.072;0.07;0.068;0.069;0.07;0.069;0.071;0.586;0.565;0.617;0.074;0.071;0.069;0.069;0.067;0.071;0.513;0.495;0.528;0.068;0.067;0.07;0.068;0.068;0.07;0.067;0.07;0.418;0.431;0.436;0.067;0.069;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.071;0.068;0.068;0.066;0.067;0.067;0.068;0.085;0.648;0.63;0.632;0.067;0.068;0.068
60;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.067;0.068;0.069;0.067;0.067;0.069;0.069;0.069;0.069;0.687;0.608;0.703;0.068;0.07;0.066;0.069;0.07;0.068;0.069;0.07;0.765;0.79;0.779;0.07;0.068;0.068;0.07;0.069;0.068;0.337;0.333;0.322;0.071;0.071;0.069;0.069;0.069;0.07;0.069;0.07;0.518;0.512;0.482;0.073;0.068;0.07;0.07;0.068;0.069;0.531;0.467;0.486;0.07;0.071;0.07;0.069;0.071;0.068;0.07;0.069;0.515;0.501;0.551;0.073;0.07;0.069;0.07;0.067;0.072;0.495;0.496;0.494;0.068;0.067;0.071;0.069;0.068;0.069;0.068;0.068;0.406;0.422;0.425;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.07;0.067;0.068;0.066;0.067;0.067;0.067;0.082;0.628;0.615;0.607;0.068;0.067;0.069
60.25;0.068;0.071;0.07;0.071;0.072;0.071;0.068;0.067;0.068;0.069;0.067;0.067;0.069;0.069;0.069;0.069;0.753;0.68;0.736;0.067;0.069;0.066;0.069;0.069;0.069;0.07;0.069;0.775;0.802;0.796;0.069;0.067;0.067;0.069;0.068;0.068;0.334;0.331;0.32;0.071;0.071;0.07;0.068;0.068;0.07;0.068;0.07;0.54;0.528;0.512;0.072;0.068;0.07;0.069;0.067;0.069;0.531;0.482;0.504;0.069;0.071;0.071;0.069;0.069;0.069;0.069;0.069;0.562;0.552;0.6;0.072;0.07;0.069;0.07;0.067;0.072;0.556;0.563;0.557;0.068;0.067;0.071;0.068;0.068;0.068;0.067;0.067;0.423;0.448;0.446;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.07;0.067;0.068;0.066;0.066;0.067;0.067;0.085;0.673;0.661;0.657;0.067;0.068;0.068
60.5;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.068;0.068;0.07;0.067;0.067;0.069;0.069;0.068;0.069;0.762;0.686;0.74;0.068;0.069;0.066;0.069;0.069;0.068;0.07;0.069;0.771;0.797;0.795;0.068;0.067;0.067;0.069;0.068;0.067;0.334;0.33;0.32;0.07;0.071;0.069;0.069;0.069;0.07;0.069;0.07;0.554;0.557;0.527;0.072;0.068;0.07;0.069;0.067;0.068;0.556;0.501;0.518;0.069;0.071;0.07;0.068;0.069;0.068;0.069;0.069;0.579;0.577;0.604;0.073;0.07;0.069;0.069;0.067;0.072;0.596;0.594;0.593;0.068;0.066;0.071;0.068;0.068;0.069;0.067;0.068;0.439;0.468;0.456;0.066;0.068;0.065;0.065;0.064;0.066;0.067;0.07;0.067;0.071;0.067;0.067;0.066;0.066;0.067;0.067;0.084;0.67;0.656;0.653;0.068;0.068;0.068
60.75;0.068;0.07;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.067;0.067;0.069;0.068;0.068;0.069;0.763;0.675;0.758;0.067;0.068;0.066;0.068;0.068;0.068;0.07;0.069;0.783;0.801;0.807;0.069;0.068;0.067;0.068;0.068;0.066;0.333;0.33;0.319;0.071;0.07;0.07;0.069;0.069;0.07;0.069;0.07;0.578;0.564;0.55;0.073;0.069;0.07;0.069;0.068;0.068;0.582;0.512;0.561;0.069;0.072;0.07;0.068;0.069;0.069;0.069;0.07;0.614;0.598;0.631;0.074;0.071;0.07;0.071;0.068;0.071;0.598;0.593;0.618;0.068;0.066;0.07;0.068;0.068;0.071;0.067;0.07;0.451;0.46;0.474;0.066;0.069;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.071;0.066;0.068;0.066;0.067;0.067;0.068;0.084;0.665;0.652;0.651;0.067;0.068;0.068
61;0.068;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.067;0.068;0.071;0.07;0.07;0.069;0.622;0.545;0.726;0.067;0.069;0.066;0.069;0.07;0.069;0.071;0.07;0.809;0.809;0.79;0.07;0.069;0.068;0.069;0.07;0.067;0.334;0.331;0.321;0.07;0.07;0.069;0.068;0.069;0.07;0.069;0.07;0.519;0.496;0.505;0.073;0.069;0.07;0.069;0.068;0.069;0.527;0.466;0.504;0.069;0.072;0.069;0.068;0.07;0.069;0.069;0.071;0.537;0.508;0.57;0.075;0.071;0.07;0.069;0.068;0.071;0.528;0.508;0.542;0.068;0.066;0.07;0.068;0.068;0.071;0.067;0.07;0.442;0.451;0.456;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.07;0.067;0.068;0.066;0.067;0.067;0.067;0.081;0.658;0.639;0.637;0.067;0.068;0.069
61.25;0.068;0.071;0.069;0.07;0.073;0.071;0.068;0.068;0.068;0.069;0.067;0.067;0.069;0.069;0.068;0.068;0.654;0.589;0.701;0.067;0.069;0.066;0.069;0.069;0.068;0.07;0.069;0.792;0.808;0.789;0.069;0.068;0.067;0.07;0.068;0.068;0.333;0.329;0.319;0.07;0.071;0.069;0.069;0.069;0.07;0.069;0.07;0.511;0.518;0.489;0.072;0.069;0.07;0.07;0.067;0.069;0.524;0.482;0.499;0.069;0.071;0.07;0.069;0.071;0.069;0.069;0.069;0.558;0.543;0.58;0.078;0.071;0.069;0.07;0.067;0.072;0.525;0.515;0.516;0.068;0.068;0.072;0.071;0.072;0.073;0.07;0.069;0.43;0.443;0.446;0.067;0.069;0.066;0.065;0.066;0.07;0.068;0.07;0.067;0.072;0.067;0.068;0.066;0.066;0.067;0.067;0.086;0.677;0.668;0.667;0.067;0.069;0.068
61.5;0.067;0.071;0.069;0.07;0.072;0.071;0.067;0.067;0.068;0.069;0.067;0.068;0.068;0.068;0.068;0.069;0.698;0.599;0.714;0.068;0.069;0.065;0.067;0.067;0.067;0.069;0.069;0.776;0.786;0.769;0.07;0.068;0.068;0.068;0.068;0.067;0.332;0.329;0.319;0.07;0.07;0.069;0.068;0.068;0.071;0.069;0.07;0.52;0.505;0.498;0.073;0.069;0.07;0.069;0.068;0.068;0.535;0.479;0.529;0.069;0.071;0.07;0.068;0.07;0.069;0.069;0.071;0.566;0.538;0.583;0.074;0.07;0.069;0.068;0.067;0.071;0.549;0.537;0.558;0.068;0.066;0.07;0.067;0.068;0.071;0.067;0.07;0.422;0.433;0.437;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.071;0.067;0.067;0.066;0.067;0.067;0.067;0.082;0.663;0.643;0.64;0.068;0.068;0.068
